Time(s),File,Token Count
10,/small.c,75224
18,/small.c,75105
21,/small.c,75000
25,/small.c,74908
28,/small.c,74757
31,/small.c,74471
35,/small.c,74336
43,/small.c,74195
49,/small.c,74172
54,/small.c,74141
66,/small.c,74108
72,/small.c,74075
77,/small.c,74042
83,/small.c,74009
89,/small.c,73947
95,/small.c,73892
100,/small.c,73835
111,/small.c,73831
118,/small.c,73821
125,/small.c,72836
131,/small.c,58829
136,/small.c,27186
146,/small.c,27177
153,/small.c,27165
157,/small.c,27157
160,/small.c,27117
164,/small.c,27078
173,/small.c,26921
177,/small.c,26783
182,/small.c,26665
183,/small.c,26557
185,/small.c,26503
186,/small.c,26437
187,/small.c,26383
187,/small.c,26318
190,/small.c,26303
192,/small.c,26276
193,/small.c,26249
194,/small.c,26087
196,/small.c,25893
200,/small.c,25884
202,/small.c,25878
205,/small.c,25794
208,/small.c,25735
210,/small.c,25676
212,/small.c,25625
218,/small.c,25622
221,/small.c,25617
233,/small.c,25612
235,/small.c,25609
237,/small.c,25604
242,/small.c,25590
244,/small.c,25587
246,/small.c,25584
249,/small.c,25581
251,/small.c,25580
253,/small.c,25574
255,/small.c,25568
257,/small.c,25567
259,/small.c,25566
261,/small.c,25558
263,/small.c,25553
265,/small.c,25552
267,/small.c,25547
269,/small.c,25486
271,/small.c,25462
273,/small.c,25450
294,/small.c,25423
294,/small.c,25378
295,/small.c,25131
296,/small.c,25110
297,/small.c,25090
304,/small.c,25050
305,/small.c,25044
312,/small.c,24952
313,/small.c,24947
322,/small.c,24936
326,/small.c,24597
327,/small.c,24591
328,/small.c,24572
330,/small.c,24561
331,/small.c,24560
332,/small.c,24557
333,/small.c,24551
335,/small.c,24545
336,/small.c,24543
337,/small.c,24537
338,/small.c,24534
339,/small.c,24529
340,/small.c,24524
341,/small.c,24519
345,/small.c,24451
346,/small.c,24446
347,/small.c,24441
370,/small.c,24323
371,/small.c,24319
379,/small.c,24306
380,/small.c,24302
393,/small.c,24293
398,/small.c,23239
398,/small.c,18629
399,/small.c,18446
403,/small.c,18302
404,/small.c,18297
405,/small.c,17965
409,/small.c,17952
410,/small.c,17942
410,/small.c,17933
412,/small.c,17928
413,/small.c,16995
413,/small.c,16984
414,/small.c,15055
414,/small.c,15050
415,/small.c,15048
416,/small.c,14647
416,/small.c,14642
417,/small.c,14637
417,/small.c,14632
434,/small.c,14349
434,/small.c,14341
441,/small.c,14319
445,/small.c,14315
446,/small.c,14313
453,/small.c,13862
454,/small.c,13851
454,/small.c,13845
455,/small.c,13792
459,/small.c,13609
459,/small.c,13606
464,/small.c,13371
465,/small.c,13365
465,/small.c,13360
469,/small.c,13358
470,/small.c,13351
475,/small.c,13303
475,/small.c,12931
476,/small.c,12422
477,/small.c,12419
478,/small.c,12415
478,/small.c,12261
479,/small.c,12241
479,/small.c,12226
481,/small.c,12221
482,/small.c,12219
482,/small.c,11814
483,/small.c,11806
485,/small.c,11571
487,/small.c,11551
487,/small.c,11401
488,/small.c,11159
488,/small.c,10875
489,/small.c,10867
490,/small.c,10864
492,/small.c,10808
493,/small.c,10783
494,/small.c,10754
496,/small.c,10748
511,/small.c,10744
521,/small.c,10712
526,/small.c,10698
529,/small.c,10694
530,/small.c,10689
532,/small.c,10685
533,/small.c,10682
534,/small.c,10679
536,/small.c,10676
537,/small.c,10671
538,/small.c,10664
539,/small.c,10659
541,/small.c,10655
542,/small.c,10650
543,/small.c,10645
544,/small.c,10640
553,/small.c,10635
554,/small.c,10634
555,/small.c,10633
556,/small.c,10630
557,/small.c,10629
558,/small.c,10624
578,/small.c,10614
579,/small.c,10602
579,/small.c,10458
580,/small.c,10452
586,/small.c,10442
587,/small.c,10437
597,/small.c,10427
597,/small.c,10417
601,/small.c,10409
602,/small.c,10404
615,/small.c,10399
616,/small.c,10394
632,/small.c,10384
639,/small.c,10376
639,/small.c,10371
646,/small.c,10366
666,/small.c,10361
673,/small.c,10356
695,/small.c,10353
702,/small.c,10348
715,/small.c,10343
716,/small.c,10338
722,/small.c,10316
723,/small.c,10288
730,/small.c,10288
732,/small.c,10172
732,/small.c,10156
751,/small.c,10122
753,/small.c,10111
754,/small.c,10095
758,/small.c,10047
759,/small.c,10037
767,/small.c,10032
768,/small.c,9941
768,/small.c,9934
769,/small.c,9144
773,/small.c,9143
774,/small.c,9136
797,/small.c,9133
845,/small.c,9130
913,/small.c,9107
914,/small.c,9067
915,/small.c,8798
924,/small.c,8783
933,/small.c,8778
934,/small.c,8773
934,/small.c,8768
935,/small.c,8760
936,/small.c,8752
937,/small.c,8747
937,/small.c,8739
939,/small.c,8733
940,/small.c,8728
1081,/small.c,8723
1085,/small.c,8714
1086,/small.c,8712
1087,/small.c,8710
1088,/small.c,8694
1092,/small.c,8677
1095,/small.c,8638
1096,/small.c,8596
1097,/small.c,8557
1235,/small.c,8539
1236,/small.c,8307
1237,/small.c,8302
1238,/small.c,8289
1243,/small.c,8181
1249,/small.c,8166
1250,/small.c,8160
1254,/small.c,8060
1259,/small.c,8017
1410,/small.c,8017
1411,/small.c,8015
1412,/small.c,8006
1572,/small.c,7989
1576,/small.c,7933
1730,/small.c,7928
1735,/small.c,7910
1737,/small.c,7901
1900,/small.c,7873
1910,/small.c,7812
2067,/small.c,7806
2068,/small.c,7797
2231,/small.c,7782
2238,/small.c,7764
2239,/small.c,7756
2404,/small.c,7733
2558,/small.c,7727
2559,/small.c,7715
